# ROVER IR SENSOR CHARACTERIZATION
# Date: 2026-08-28 15:18:21.627168
# Surface: GRIS
# Number of points: 5
# Samples per point: 100
# Sample interval: 250 ms
# Movement time between points: 10 s
surface,point,sample,analog_QTRX_A,analog_QTRX_B,generic_IR
GRIS,4,58,3482,2873,1
GRIS,4,59,3096,2898,1
GRIS,4,60,3340,2878,1
GRIS,4,61,3559,2863,1
GRIS,4,62,3443,2888,1
GRIS,4,63,3736,2877,1
GRIS,4,64,3512,2870,1
GRIS,4,65,3290,2892,1
GRIS,4,66,3500,2899,1
GRIS,4,67,3520,2891,1
GRIS,4,68,3436,2871,1
GRIS,4,69,3393,2890,1
GRIS,4,70,3167,2836,1
GRIS,4,71,3310,2894,1
GRIS,4,72,3286,2876,1
GRIS,4,73,3538,2890,1
GRIS,4,74,3642,2864,1
GRIS,4,75,3539,2885,1
GRIS,4,76,3514,2877,1
GRIS,4,77,3445,2844,1
GRIS,4,78,3253,2892,1
GRIS,4,79,3376,2894,1
GRIS,4,80,3501,2892,1
GRIS,4,81,3047,2893,1
GRIS,4,82,3399,2874,1
GRIS,4,83,3452,2886,1
GRIS,4,84,3076,2757,1
GRIS,4,85,3487,2881,1
GRIS,4,86,3342,2891,1
GRIS,4,87,3397,2861,1
GRIS,4,88,3341,2887,1
GRIS,4,89,3616,2889,1
GRIS,4,90,3726,2890,1
GRIS,4,91,3623,2903,1
GRIS,4,92,3666,2899,1
GRIS,4,93,3493,2889,1
GRIS,4,94,3554,2840,1
GRIS,4,95,3664,2880,1
GRIS,4,96,3777,2873,1
GRIS,4,97,3128,2873,1
GRIS,4,98,3261,2859,1
GRIS,4,99,3288,2779,1
GRIS,4,100,3524,2893,1
GRIS,5,1,4087,2937,1
GRIS,5,2,3492,2919,1
GRIS,5,3,3394,2873,1
GRIS,5,4,3357,2814,1
GRIS,5,5,3337,2802,1
GRIS,5,6,3343,2799,1
GRIS,5,7,3343,2797,1
GRIS,5,8,3336,2799,1
GRIS,5,9,3326,2867,1
GRIS,5,10,3281,2887,1
GRIS,5,11,3380,2828,1
GRIS,5,12,3165,2813,1
GRIS,5,13,3094,2869,1
GRIS,5,14,3115,2858,1
GRIS,5,15,3067,2870,1
GRIS,5,16,3058,2870,1
GRIS,5,17,3056,2871,1
GRIS,5,18,3059,2871,1
GRIS,5,19,3323,2858,1
GRIS,5,20,3529,2844,1
GRIS,5,21,3086,2873,1
GRIS,5,22,3517,2888,1
GRIS,5,23,3408,2848,1
GRIS,5,24,3317,2895,1
GRIS,5,25,3311,2850,1
GRIS,5,26,3458,2887,1
GRIS,5,27,3580,2879,1
GRIS,5,28,3243,2841,1
GRIS,5,29,3364,2903,1
GRIS,5,30,3383,2858,1
GRIS,5,31,3488,2838,1
GRIS,5,32,3347,2827,1
GRIS,5,33,3806,2932,1
GRIS,5,34,3576,2925,1
GRIS,5,35,3616,2849,1
GRIS,5,36,3185,2877,1
GRIS,5,37,3322,2860,1
GRIS,5,38,3589,2857,1
GRIS,5,39,3550,2906,1
GRIS,5,40,3681,2901,1
GRIS,5,41,3489,2887,1
GRIS,5,42,3331,2834,1
GRIS,5,43,3240,2899,1
GRIS,5,44,3451,2877,1
GRIS,5,45,3227,2867,1
GRIS,5,46,3529,2839,1
GRIS,5,47,3378,2828,1
GRIS,5,48,3168,2726,1
GRIS,5,49,3491,2876,1
GRIS,5,50,3734,2892,1
GRIS,5,51,3508,2875,1
GRIS,5,52,3441,2874,1
GRIS,5,53,3467,2877,1
GRIS,5,54,3513,2889,1
GRIS,5,55,3207,2854,1
GRIS,5,56,3602,2881,1
GRIS,5,57,3438,2888,1
GRIS,5,58,3124,2880,1
GRIS,5,59,3383,2890,1
GRIS,5,60,3469,2867,1
GRIS,5,61,3273,2856,1
GRIS,5,62,3254,2876,1
GRIS,5,63,3497,2890,1
GRIS,5,64,3374,2898,1
